game_id,anchor_fen,moves,winner
g15783,5rk1/1R4p1/p3P2p/3p1q2/P7/5P2/Q2KB2P/8 b - - 6 36,f5f4 d2e1 f4c1 e1f2 c1c5 f2g2 c5c6 e6e7 c6b7 e7f8q g8f8 a2a3 f8g8 a3d6 a6a5 d6c5 b7f7 c5a5 f7g6 g2f2 h6h5 a5d5 g8h8 d5d8 h8h7 e2d3 g6d3 d8d3 h7h6 a4a5 g7g6 a5a6 h5h4 a6a7 h6h5 a7a8q h4h3 a8d5 h5h4 d3e4,white
g77026,rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e2e4 b7b6 c2c4 c8b7 d4d5 h7h6 b1c3 b8a6 a2a3 a6c5 g1f3 f8e7 b2b4 e7f6 e4e5 f6e7 b4c5 e7c5 f1d3 g8e7 e1g1 e6d5 c4d5 e7d5 c3d5 b7d5 d3b5 c7c6 a3a4 d5f3 d1f3 c6b5 f1d1 b5a4 d1d7 d8d7 f3a8 d7d8 a8a7 d8d1,black
g88824,4rb1r/1p4pp/p1pk4/4qb2/3nBB2/2NP4/PPP3PP/R2Q1RK1 b - - 1 17,f5e4 c3e4 d6c7 f4e5 e8e5 f1f7 c7b8 c2c3 d4e6 d1f3 e6g5 f7f8 h8f8 f3f8 b8a7 e4g5 e5g5 a1e1 h7h6 e1e7 g5b5 b2b4 a6a5 a2a3 a5b4 a3b4 c6c5 e7g7 c5b4 c3b4 b5d5 f8e7 d5b5 d3d4 a7a6 g7g8 a6a7 e7d8 b5b4 d8a5,white
g172080,r4rk1/2pn1p1p/1pq2np1/p5N1/3P3Q/3BB3/PP3PPP/1KR4R b - - 1 20,c6g2 h1g1 g2d5 c1c7 d7e5 d4e5 d5d3 b1a1 f6h5 h4g4 d3f5 g4c4 a8c8 g1c1 c8c7 c4c7 f8c8 c7d6 c8c1 e3c1 f5f2 d6d8 g8g7 d8d6 f2f5 d6e7 f5f1 e7c7 f1f5 c7c3 f5f1 e5e6 h5f6 e6f7 f1c1 c3c1 g7f8 c1c8 f8g7 f7f8q,white
g87536,8/7R/p5p1/2k4p/8/P5P1/5P1P/6K1 b - - 1 35,c5d5 h7g7 d5c4 g7g6 c4b3 g6a6 b3c4 a6h6 c4d3 h6h5 d3e2 h5h4 e2f3 h4b4 f3e2 a3a4 e2d3 a4a5 d3c3 b4b8 c3c4 a5a6 c4c5 a6a7 c5c4 a7a8q c4d3 a8a2 d3d4 b8b3 d4e4 a2a4 e4f5 b3b5 f5e6 a4a6 e6f7 b5b7 f7e8 a6a8,white
g135293,r1bqkbnr/ppp2ppp/2np4/4p3/4P3/5NP1/PPPP1PBP/RNBQK2R b KQkq - 2 4,h7h6 d2d4 e5d4 f3d4 c8d7 e1g1 d8e7 f1e1 e8c8 b1c3 g7g5 e4e5 d6e5 d4c6 d7c6 d1e2 f8g7 g2c6 b7c6 e2a6 c8b8 a2a4 d8d6 c3e4 d6d5 h2h4 g5h4 g3h4 e7h4 g1f1 g8e7 c1e3 h4e4 e3a7 b8a8 e1e4 e7c8 a7d4 c8a7 a6a7,white
g10532,8/8/3p3p/2pk2p1/6PP/3b2K1/3N2P1/8 w - - 0 38,h4g5 h6g5 g3f2 c5c4 f2e3 d5e5 g2g3 d6d5 d2f3 e5f6 f3d4 d3e4 d4b5 f6e5 e3d2 d5d4 b5a3 c4c3 d2c1 e4f3 c1c2 f3g4 a3c4 e5d5 c4b6 d5e4 b6c4 g4f3 c4d6 e4d5 d6f7 g5g4 f7g5 d5c4 g5e6 d4d3 c2c1 d3d2 c1c2 d2d1q,black
g172400,rnb1k1nr/pppp1ppp/4p1q1/8/1bPPP3/2N2P2/PP4PP/R1BQKBNR b KQkq - 0 5,b7b6 f1d3 b4e7 g1e2 c8a6 c1e3 g6g2 d1d2 g2h1 e2g1 g8f6 e1c1 b8c6 g1e2 h1h2 e3f4 c6b4 f4c7 b4d3 d2d3 a8c8 c7h2 a6c4 d3d2 c4e2 d4d5 e2d1 d2d1 e7b4 d5e6 f7e6 h2e5 e8g8 f3f4 d7d6 e5d4 f6e4 d1g1 e4c3 g1g7,white
g102094,6nr/8/p3k2p/6p1/1pPnp3/4P3/2K2PPP/1R6 w - - 0 30,e3d4 a6a5 c2d2 g8e7 d2e3 e6f5 d4d5 h8c8 e3d4 e7g6 b1e1 g6e5 e1e4 e5g4 h2h3 g4f2 e4e5 f5f4 c4c5 b4b3 d4c4 b3b2 e5e1 a5a4 e1b1 a4a3 c4b3 f2d3 c5c6 f4e4 b3a3 e4d5 b1d1 d5c4 a3a2 c4c3 d1b1 c8c6 a2a3 c6a6,black
g163675,rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 5,f1c4 e8g8 c1e3 e7e5 e1g1 e5d4 f3d4 b8c6 d4c6 b7c6 f2f3 a7a5 d1e2 c8e6 a1d1 d8b8 c4e6 f7e6 e2c4 b8b2 c4e6 g8h8 c3e2 b2c2 e2d4 c2c3 f1e1 a8e8 e6h3 f6h5 d1c1 c3a3 d4c6 a3a2 e3d4 h5f4 d4g7 h8g7 h3h4 a2g2,black
g108754,8/p3k3/1p1P4/4PPN1/6Pp/P4K2/1P6/5b2 b - - 0 40,e7e8 e5e6 f1b5 f5f6 b5c6 f3f2 c6d5 d6d7 e8d8 f6f7 d8e7 f7f8q e7f8 d7d8q f8g7 d8d5 g7f6 d5f5 f6e7 f5f7 e7d6 f7d7 d6c5 e6e7 h4h3 e7e8q h3h2 e8e5 c5c4 d7d4 c4b3 d4b4 b3a2 e5e6 a2b1 e6e1 b1a2 g5e4 h2h1q e4c3,white
g91286,r1b1kb1r/3p3p/p1n1ppq1/1p2P3/3Q4/N1P5/PP3PPP/R3KBNR w KQkq - 1 14,d4e3 c6e5 f2f4 e5g4 e3f3 a8b8 h2h3 g4h6 f1d3 f6f5 g1e2 c8b7 f3g3 g6f6 e1g1 h8g8 g3e3 g8g2 g1h1 g2e2 h1g1 e2e3 f1f2 e3g3 g1f1 b7g2 f1e1 g3e3 d3e2 e3e2 f2e2 g2f3 e2f2 f6h4 e1d2 h4f2 d2d3 f8c5 a3c2 f2e2,black
g77814,5k2/5ppp/p1N1p3/3pP3/P7/8/1P3PPP/1K6 b - - 0 27,f8e8 b2b4 e8d7 b4b5 a6b5 a4b5 d7c7 b1c2 c7b6 c6d4 b6c5 c2b3 c5b6 b3b4 h7h6 f2f4 g7g5 f4g5 h6g5 g2g4 b6c7 b4c5 c7b7 b5b6 b7b8 c5c6 b8c8 d4b5 c8b8 b6b7 d5d4 b5d4 f7f6 e5f6 b8a7 c6c7 e6e5 b7b8q a7a6 b8a8,white
g59043,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 g1f3 d8f6 d2d4 e5d4 f3d4 c7c5 d4f3 a7a6 b1c3 f6g6 g2g3 b7b5 c3d5 g6e4 f1e2 e8d8 d5b6 a8a7 e1g1 c8b7 c1g5 d8c7 f3d2 e4g2,black
g111068,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 g8f6 e4e5 f6d5 c2c4 d5b6 d2d4 d7d6 e5d6 e7d6 g1f3 c8g4 b2b3 b8c6 c1e3 d8f6 f1e2 f8e7 e1g1 e8c8 b1c3 h7h5 h2h3 c8b8 c3e4 f6g6 e4g3 h5h4 g3h1 g4h3 f3e1 h3g2 e1g2 h4h3 e2f3 h3h2,black
g16191,rn2kbnr/pbppq3/1p2pp2/6pp/2PPP3/3B1N1P/PP1B1PP1/RN1QK2R b KQkq - 0 8,e7g7 b1c3 g8h6 d1c2 g5g4 h3g4 h6g4 h1f1 g4f2 f1f2 h5h4 d2e3 h4h3 g2h3 h8h3 e1c1 g7h6 d1f1 h6h8 e4e5 b8c6 e5f6 f8h6 d3g6 e8d8 c2d2 h6e3 d2e3 e6e5 e3g5 c6d4 f3d4 h3c3 b2c3 e5d4 f6f7 d8c8 f7f8q h8f8 f2f8,white
g39057,2k4r/pppn1p2/8/2bP2rp/1PP5/P1N5/5PPP/R2QR1K1 b - - 0 19,c5f2 g1f2 h8g8 g2g3 h5h4 e1e3 h4g3 e3g3 g5f5 f2g2 g8h8 d1d3 f5h5 h2h3 d7e5 d3e4 e5g6 a1f1 h5e5 e4g4 c8b8 f1f7 g6h4 g2h2 h8e8 g4h4 e5e2 c3e2 e8e2 g3g2 e2g2 h2g2 a7a6 h4d4 b7b5 d4c5 c7c6 c5b6 b8c8 b6c7,white
g125190,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d3 d7d5 f2f4 c7c5 g1f3 b8c6 b1d2 e7e5 f4e5 c6e5 f3e5 d8d6 e5f3 c8g4 e2e4 d5e4 d2e4 d6e6 f1e2 f7f5 e4g5 e6f6 g5h3 e8c8 c1g5 f6b2 a1b1 b2c3 d1d2 c3a3 g5d8 c8d8 b1b7 c5c4 d3c4 d8c8 d2d7,white
g56007,r1bqkb1r/p4ppp/2p2n2/nB2p1N1/8/8/PPPP1PPP/RNBQK2R w KQkq - 0 8,d1f3 a8b8 b5c6 a5c6 f3c6 f6d7 g5e4 b8b6 c6c4 c8a6 c4a4 a6b7 b1c3 b6b4 a4a7 b7e4 e1g1 f8c5 a7a6 e4b7 a6e2 d8g5 g2g3 b4g4 d2d4 g5h5 d4c5 h5h3 f2f4 e8g8 c1e3 f8e8 f4f5 d7f6 f1f4 e5f4 e2f2 f4g3 h2g3 h3h1,black
g16760,rq2k2r/1b1pbppp/p1n1pn2/1p6/3NP2P/2N1BP2/PPPQ2P1/R3KB1R w KQkq - 1 12,h4h5 b8c7 g2g4 d7d6 g4g5 f6d7 g5g6 h7g6 e1c1 g6h5 f3f4 d7c5 f4f5 b5b4 c3e2 c5e4 d2d3 c6d4 e3d4 e7g5 c1b1 e4d2 d1d2 g5d2 d3d2 b7h1 d4g7 h8g8 f5f6 a8c8 e2d4 h1e4 f1d3 e4d3 d2d3 c7c4 d3e4 c4f1 e4e1 f1e1,black
g133150,r1bqkb1r/1p4pp/p1n2n2/P1pp1p2/4p3/1BN1P3/1PPPQPPP/R1B1K1NR w KQkq - 1 9,b3a4 f8d6 g1h3 e8g8 h3f4 d5d4 c3d5 g7g5 d5f6 d8f6 f4h5 f6g6 e3d4 c5d4 a4b3 g8h8 h2h4 g5g4 h5g3 h7h5 d2d3 d6g3 f2g3 e4e3 b3c4 g6d6 b2b3 d6g3 e1d1 f5f4 h1f1 f4f3 g2f3 g4f3 e2e1 f3f2 e1e2 c8g4 e2g4 g3g4,black
g170997,4r3/3RPkpp/1pr2p2/p7/8/B1P2P2/PP3P1P/4R1K1 b - - 0 24,c6e6 e1e6 f7e6 d7b7 e6f7 b7b6 e8c8 b6d6 f7e8 d6d8 c8d8 e7d8q e8d8 b2b4 a5b4 c3b4 d8d7 b4b5 d7c7 a3c5 c7b7 a2a4 b7c8 a4a5 c8b8 a5a6 g7g6 b5b6 b8a8 c5d6 g6g5 b6b7 a8a7 b7b8q a7a6 d6c5 a6a5 b8b4 a5a6 b4b6,white
g72182,rnb1kbnr/ppp2ppp/8/4P3/2q5/8/P3PPPP/RNBQKBNR w KQkq - 0 6,e2e3 c4c3 c1d2 c3a1 d1a4 c8d7 f1b5 a1b1 e1e2 d7b5 a4b5 b1b5 e2f3 b5e5 g1e2 f8d6 g2g3 g8f6 e3e4 f6e4 d2f4 e4g5 f4g5 e5g5 h1d1 b8c6 d1e1 g5h5 g3g4 h5h3 f3e4 h3g4 e4d3 g4f3 d3c2 c6b4 c2d1 d6f4 h2h4 f3d3,black
g102275,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6d4 d5d6 d8d6 c4f7 e8e7 f7c4 h7h6 g5f7 d6c6 f7h8 c6g2 h1f1 g2e4 c4e2 d4f3,black
g47821,2kr3r/p1pqb1pp/bpn1p3/8/1PNP2n1/P2BBN2/5PPP/R2Q1RK1 w - - 1 14,d1b3 g4e3 f2e3 a6c4 d3c4 d7d6 c4e6 c8b8 a3a4 d6b4 b3d5 d8d5 e6d5 c6a5 f1b1 b4c3 b1e1 c7c6 d5e4 e7b4 a1c1 c3b2 e4c6 b4e1 c1e1 a5c6 g1f1 c6b4 e3e4 b4d3 e1e2 b2c1 f3e1 d3e1 e2e1 c1f4 f1g1 h8f8 e1e2 f4f1,black
g18701,r4bnr/1p1kpppp/p7/8/3pp3/8/PPP2PPP/RNB2RK1 w - - 0 10,c1f4 f7f6 b1d2 e7e5 f4g3 f6f5 g3e5 d4d3 c2d3 e4d3 a1c1 a8c8 c1c8 d7c8 f1c1 c8d8 c1c7 b7b5 c7a7 g8f6 e5f6 g7f6 a7a6 d8e7 a6b6 f8h6 d2b1 h8c8 b6b7 e7e8 b1c3 d3d2 g1f1 c8c3 f1e2 c3c2 e2d1 c2c1 d1e2 d2d1q,black
g156215,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g8f6 c1g5 f8e7 d4f3 f6e4 g5e7 d8e7 f1e2 e8g8 e1g1 f8e8 f1e1 e7f6 c2c3 b8c6 e2d3 d6d5 b1d2 c8f5 d3b5 e8e7 b5c6 f6c6 f3d4 c6g6 h2h3 f5h3 g2g3 e4g3 e1e7 g3e2 g1h2 g6g2,black
g144729,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e6 d2d4 d7d5 b1d2 d5e4 d2e4 f8b4 c2c3 b4e7 c1f4 g8f6 e4f6 e7f6 g1f3 e8g8 f1d3 b7b6 e1g1 c8b7 f3e5 d8d5 c3c4 d5g2,black
g136454,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e3 c7c6 c2c4 d7d6 a2a3 g8f6 d1c2 e7e5 b1c3 f8e7 g1f3 c8g4 f1e2 e5e4 f3g5 g4e2 e1e2 d6d5 c4d5 c6d5 h2h4 b8c6 b2b4 a7a6 c1b2 c6e5 c3e4 e5c4 e4f6 e7f6 b2f6 d8f6 g5f3 e8g8 f3g5 a8c8 c2h7,white
g32870,r3k1nr/pp2ppbp/2n3p1/q2p4/3P2b1/1P1B1N2/PBPN1PPP/R2Q1RK1 b kq - 5 9,g8f6 h2h3 g4f3 d2f3 e8g8 f1e1 e7e6 a2a3 a8c8 b3b4 a5a4 d1e2 a7a6 f3e5 c6e5 d4e5 f6d7 b2d4 a4c6 h3h4 h7h5 g2g4 h5g4 e2g4 f8e8 h4h5 g6h5 g4h5 d7f8 e1e3 c6c7 a1e1 c7e7 e3g3 f7f5 e5f6 e7f7 h5f7 g8f7 g3g7,white
g134894,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 b1c3 b8c6 f1b5 c6d4 b5a4 c7c6 d2d3 b7b5 a4b3 d4b3 a2b3 f8e7 g1f3 g8f6 c1g5 e8g8 e1g1 d7d6 d3d4 h7h6 g5h4 e5d4 f3d4 c8b7 d1f3 a7a6 d4f5 b5b4 c3e2 c6c5 f3g3 f6e4 g3g7,white
g175200,3r4/Q2k2pp/4p3/1p6/n7/3p3P/5PP1/4R1K1 b - - 0 24,d7d6 a7a6 d6c5 e1c1 c5b4 c1b1 b4c3 a6b5 d3d2 b5a4 d2d1q b1d1 d8d1 a4d1 g7g5 g1f1 c3c4 f1e2 e6e5 d1d3 c4c5 e2e3 h7h5 e3e4 g5g4 d3d5 c5b4 d5c6 g4h3 g2h3 h5h4 e4e5 b4b3 e5d4 b3b4 c6b6 b4a3 d4c3 a3a2 b6b2,white
g69377,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c2c4 d7d5 b1c3 d5c4 e2e3 c8e6 g1f3 g8f6 f3d4 e6d7 f1c4 g7g6 d1b3 e7e6 b3b7 b8c6 d4c6 d7c6 b7c6 e8e7 b2b3 f8g7 c1a3 d8d6 c6c7 f6d7 c7d6 e7f6 d6e7 f6f5 e3e4 f5e5 a3d6 e5d4 e7f7 d7e5 f7g7 h8g8 g7e5,white
g143377,2q1nrk1/Qp1nb2p/1Pp1b3/2Pp1pp1/3Pp3/2N1P2P/3BNPP1/3BK2R w K - 0 19,d1a4 e8f6 e1g1 f6h5 f1a1 g5g4 e2f4 h5f4 e3f4 g4h3 g2h3 g8f7 g1h2 e7h4 d2e3 f8g8 a4d1 d7f6 d1e2 g8g7 c3b5 f6e8 b5c7 e8c7 b6c7 c8c7 a1b1 f7f6 a7a8 e6c8 b1b6 g7g8 e2a6 c7g7 b6c6 b7c6 a8c6 c8e6 c6d6 g7g1,black
g168326,2k5/1ppb3p/p3Q3/P1q3p1/3rP3/2N2P2/1P4PP/R6K w - - 1 27,e6g8 d7e8 g8e8 d4d8 e8e6 c8b8 c3d5 c7c6 e6e5 b8a7 d5c3 c5e5 h2h3 d8d2 a1b1 e5g3 b1g1 d2b2 c3d1 b2b1 d1e3 b1g1 h1g1 g3e1 e3f1 b7b6 g2g4 b6a5 g1g2 a5a4 f1g3 a4a3 g3f5 a3a2 f5d4 a2a1q d4c6 a7b6 c6b4 e1g1,black
g145556,r2qk2r/pp1b2p1/2n1p2p/1B3p2/4n2P/4Q3/PPP2PP1/RN2K1NR w KQkq - 0 14,f2f3 e4g3 h1h3 e8g8 e3f4 g3h5 f4c4 c6d4 b5d7 d4c2 c4c2 d8d7 b1d2 a8c8 c2b3 h5f4 h3g3 f8d8 a1d1 f4d3 e1f1 d7d4 d2e4 f5e4 d1d3 e4d3 b3e6 g8h8 e6e1 d8e8 e1d1 d3d2 g1e2 e8e2 d1e2 c8c1 e2d1 c1d1 f1e2 d1e1,black
g16294,1r1qk2r/3bppbp/2np1np1/p1p5/4PP2/2PPBNPP/P2QN1B1/R4RK1 b k - 0 15,e8g8 a1b1 b8b1 f1b1 d8c8 a2a3 d7h3 g2h3 c8h3 g1f2 f6g4 f2g1 g4e3 d2e3 g7c3 e2c3 h3g3 g1f1 g3h3 f1e2 h3g4 e2f2 g4h5 c3d5 f8e8 b1b7 g8f8 e4e5 d6e5 f3e5 c6e5 e3e5 h5h4 f2e3 h4g3 e3d2 g3f2 d2c3 f2a2 e5h8,white
g135238,rnb1kbnr/ppppqpp1/8/4p2p/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 4,d7d6 d4e5 d6e5 e1g1 c8g4 h2h3 g8f6 b1c3 b8c6 c3d5 f6d5 e4d5 c6d4 h3g4 h5g4 f3d4 e8c8 d1g4 c8b8 d4f5 e7f6 f2f4 g7g6 f5g3 f8c5 f1f2 e5f4 g3e4 f6d4 c2c3 f7f5 c3d4 c5d4 g4f4 f5e4 g1f1 d8f8 f4f8 h8f8 f2f8,white
g165465,3r2k1/p6p/6p1/1P3p2/P7/6PK/2n1r1B1/8 w - - 4 46,g2c6 e2f2 h3h4 d8d4 h4g5 d4d2 g5f6 c2d4 c6b7 d2a2 a4a5 a2a5 b7c6 d4c6 b5c6 a5c5 f6e6 f2d2 g3g4 c5c6 e6e5 f5g4 e5f4 d2d4 f4g3 c6c3 g3h4 g4g3 h4g5 g3g2 g5f6 g2g1q f6e7 g1e1 e7f6 c3f3 f6g5 e1g1 g5h6 d4h4,black
g164944,4k2r/3n1ppp/8/q7/pp1BP3/3P1N2/PPPQ1PPP/R3K2R b KQk - 0 17,e8g8 e1g1 f8a8 e4e5 b4b3 d2a5 a8a5 a2b3 f7f6 a1a4 a5a4 b3a4 f6e5 d4e5 d7c5 a4a5 h7h6 f1a1 g7g5 h2h3 h6h5 a5a6 g5g4 h3g4 h5g4 f3d4 g8f7 a6a7 f7g6 a7a8q g6g5 a8d8 g5h5 d8h8 h5g5 f2f4 g5g6 h8f6 g6h5 f6g5,white
g21110,2kr3r/p2q3p/b4b2/1p2pPNQ/1P1p3N/4n3/1PBK3P/R1B4R b - - 2 23,e3c2 a1a6 d7b7 a6f6 b7h1 d2c2 d4d3 c2b3 h1d5 b3a3 d3d2 c1d2 d5d3 d2c3 d3d5 h5f3 d5f3 h4f3 h8g8 c3e5 d8d3 e5c3 g8e8 f3d4 e8e5 f6f7 e5d5 d4c6 a7a5 c6a5 h7h6 g5e6 d3f3 f5f6 d5f5 f7c7 c8b8 a5c6 b8a8 c7a7,white
g153151,r1b4r/pp3kbp/2n2np1/2pq4/2PP1p2/PQ3N2/1P4PP/RNB2RK1 b - - 0 12,d5e4 f3g5 f7g8 g5e4 f6e4 f1f4 g7d4 g1f1 e4d6 f4d4 c6d4 b3d1 g8g7 d1d2 h8f8 f1g1 d6e4 d2h6 g7g8 h2h3 d4e2 g1h2 c8e6 b1c3 e2d4 c3e4 e6c4 e4g5 f8f7 g5f7 c4f7 b2b4 d4f5 h6g5 a8c8 c1b2 c8c6 g5d8 f7e8 d8e8,white
g159161,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 b7b6 d2d4 c8b7 b1c3 e7e6 g1f3 f8b4 f1d3 g8f6 e4e5 f6d5 c1d2 b8c6 e1g1 d5c3 b2c3 b4e7 c3c4 d7d6 d4d5 c6e5 f3e5 d6e5 f1e1 e6d5 c4d5 b7d5 e1e5 e8g8 d1h5 h7h6 e5d5 d8c8 d2h6 e7f6 h6g7 f6g7 h5h7,white
g59862,8/3Q2pk/2p4p/1p6/1Pq5/P6P/5PP1/5RK1 b - - 7 36,c4c3 d7f5 h7g8 f5e6 g8h7 e6e4 h7g8 f1e1 c3d2 e1f1 d2c3 e4f4 c3a3 f1e1 a3a8 f4d6 a8c8 e1e7 c8a8 d6d7 a8a1 g1h2 a1c3 e7e8 g8h7 d7f5 g7g6 f5f7 c3g7 f7e6 g7c7 g2g3 c7b6 e8e7 h7h8 e6f6 h8g8 e7g7 g8h8 f6f8,white
g33854,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 c7c6 b1c3 d7d5 e4d5 c6d5 d2d4 c8f5 g1f3 e7e6 f1d3 g8e7 d3f5 e7f5 e1g1 f8e7 f3e5 b8d7 e5d7 d8d7 c1f4 a8c8 d1g4 e7f6 a1d1 f6d4 d1d4 f5d4 g4g7 d4f3 g2f3 e8e7 f4g5 e7e8 g7h8,white
g171733,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4 e7e5 d2d4 d7d6 d4e5 b8c6 e5d6 f8d6 g1f3 c8g4 h2h3 g4h5 g2g4 h5g6 f1c4 d8e7 b1c3 e8c8 c1d2 g6e4 c3e4 e7e4 c4e2 g8f6 e1g1 c6e5 f3e5 e4e5 d2c3 e5h2,black
g107417,r1bq1rk1/pp2bpp1/5nnp/2pp4/8/3BP1B1/PPP2PPP/RN1QK1NR w KQ - 0 10,g1f3 f8e8 d3g6 f7g6 e1g1 f6e4 f3e5 g6g5 e5g6 c8f5 g6e5 e7d6 e5f3 d6g3 h2g3 f5g6 b1d2 d8e7 d2e4 g6e4 d1d2 e8f8 a1d1 e7e6 c2c3 f8f3 g2f3 e4f3 e3e4 e6h3 d2d5 g8h8 d5d8 a8d8 d1d8 h8h7 d8h8 h7h8 f1d1 h3g2,black
g44474,rn1qkbnr/pp2pppp/2p5/3pP3/3P4/3Q4/PPP2PPP/RNB1K1NR b KQkq - 0 5,e7e6 g1e2 g8e7 e1g1 b8d7 c2c4 d8c7 c1f4 b7b6 b1c3 d5c4 d3c4 e7d5 c3d5 e6d5 c4d3 f8e7 e5e6 c7b7 e6d7 b7d7 e2g3 e8g8 f4e3 e7d6 f2f4 f8e8 f4f5 f7f6 g3h5 e8e7 e3f4 a8e8 d3g3 d6f4 f1f4 d7d6 a1f1 e7e3 g3g7,white
g152488,5k2/1r4p1/1PR4p/p3p3/P3P3/6KP/6P1/8 b - - 8 35,f8e8 g3g4 e8d7 c6g6 d7c8 g4f5 b7e7 h3h4 c8b7 g2g4 b7c8 g6e6 e7e6 f5e6 c8b7 e6e5 b7b6 e5e6 b6c7 g4g5 h6h5 e6f7 c7d6 f7g7 d6e5 g5g6 e5e4 g7f6 e4f4 g6g7 f4g4 g7g8q g4h4 f6f5 h4h3 f5f4 h5h4 f4f3 h3h2 g8g2,white
g64970,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,f7f5 e2e4 g8f6 b1c3 f5e4 c1g5 d7d5 g5f6 e7f6 d1h5 g7g6 h5d5 d8d5 c3d5 f8g7 d5c7 e8f7 c7a8 b7b6 f1c4 f7e7 a8c7 f6f5 f2f3 g7d4 e1c1 b8c6 c7d5 e7d6 f3e4 f5e4 g1e2 d4e3 d5e3 d6c5 d1d5 c5b4 a2a3 b4a4 e2c3,white
g165063,r1bq1rk1/p3bppp/2n1pn2/1ppp4/8/1PPPPPP1/P3N1BP/RNBQ1RK1 b - - 0 9,c8b7 a2a3 a8b8 d3d4 c5d4 c3d4 e6e5 b1c3 e5d4 e3d4 e7d6 c1f4 d6f4 e2f4 f8e8 g3g4 d8d7 f4h5 f6h5 g4h5 e8e6 d1d3 b8e8 h5h6 e6e3 d3d2 g7g6 f1e1 d7e7 e1e3 e7e3 d2e3 e8e3 c3b5 e3b3 b5d6 b7a6 a1e1 g8f8 e1e8,white
g120254,r3kbnr/ppp1qppp/2n5/5b2/2BP4/2N1BN2/PP3PPP/R2QK2R b KQkq - 6 8,e8c8 e1g1 g8f6 a2a3 f6e4 a1c1 e4c3 c1c3 f5g4 c4e2 e7f6 d1a4 g4f3 e2f3 c6d4 e3d4 f6d4 c3c4 d4b6 f3g4 c8b8 f1d1 f8c5 c4f4 b6b2 f4f7 b2a3 a4f4 d8d1 g4d1 c5d6 f4d2 g7g6 g2g3 h7h5 d1f3 h8f8 f7f8 d6f8 d2d8,white
g113043,rnbqkbnr/pp2pp1p/2p3p1/8/4N3/3P4/PPP2PPP/R1BQKBNR w KQkq - 0 5,g1f3 f8g7 f1e2 g8f6 e4f6 e7f6 e1g1 e8g8 c2c3 f8e8 d3d4 c8g4 d1b3 e8e2 b3b7 b8d7 b7c6 g4f3 c6f3 e2e8 c1f4 f6f5 f1e1 e8e1 a1e1 d8c8 f3h3 d7f6 f4h6 c8b7 h6g7 g8g7 b2b4 a8c8 a2a4 f6e4 e1c1 b7b4 c3b4 c8c1,black
g123144,rn1qkbnr/5ppp/b1p1p3/p7/Pp1P4/1Q1BP3/1P1B1PPP/RN2K1NR w KQkq - 2 9,d3a6 b8a6 b3d3 c6c5 d4c5 a6c5 d3b5 d8d7 b5d7 c5d7 g1f3 g7g6 e1g1 f8g7 a1a2 g8e7 b2b3 e8g8 a2c2 e7d5 f1c1 d5c3 d2c3 b4c3 b1c3 f8c8 c3b5 c8c2 c1c2 a8b8 c2c7 d7e5 f3e5 g7e5 c7e7 e5f6 e7d7 b8c8 d7a7 c8c1,black
g18625,rnb1kbnr/p1pp1ppp/1p6/8/8/5N2/PPPPBPPP/RNB1K2R b KQkq - 0 6,g8f6 b1c3 f8d6 d2d4 e8g8 c1g5 d6e7 e1c1 h7h6 g5h4 f8e8 h1e1 d7d6 e2c4 b8c6 h4f6 g7f6 e1e3 c8e6 d4d5 e6f5 d5c6 a8c8 d1e1 g8g7 e3e7 e8e7 e1e7 a7a6 f3h4 b6b5 h4f5 g7g6 c4d3 g6g5 h2h4 g5g4 f2f3 g4f4 c3e2,white
