puzzle_id,fen,key_moves,mate_in,rating
AYjJC,5Q2/pp4p1/1kp4p/8/5bB1/7P/PqP2PP1/R5K1 b - - 0 28,b2a1,2,655
Km8WX,5bk1/1Q3p2/6n1/2p3p1/2Bq4/6P1/P4PKP/3r4 w - - 0 32,b7f7,2,1112
c0aKc,2QR4/p4rpk/7p/4K3/qp2P3/5P2/nP4PP/7r w - - 8 33,d8h8,2,1381
v7SiA,8/5k1p/6p1/8/4Q1PK/5P2/2q4P/8 b - - 8 50,c2h2,2,1910
mfICd,r7/p5pp/1kb1Q3/1pb5/P6q/2P2p1P/2B2P2/R1B2RK1 b - - 0 25,h4g3,2,1948
VqoPt,3r2r1/6pk/2pNR1pp/5N1P/8/q7/5PP1/3R2K1 w - - 0 31,h5g6,2,1085
BnsFN,4r1k1/p1p3pp/b7/8/8/4BQ2/Pq3PPP/2R3KR b - - 1 21,b2c1,2,1426
T3hsd,2Q5/6pk/6pp/3p1B2/P1p3K1/6P1/4n3/3q4 w - - 0 49,f5g6,2,1216
rVY3V,r3r1k1/p1p2ppp/2pbq3/8/3Q1B2/3P4/PPP2PPP/R3R1K1 b - - 8 16,e6e1,2,426
kKEfL,r5k1/ppp3pp/8/3p1p2/3Q1P1q/2B1r2B/PPP3RK/R7 b - - 0 20,e3h3,2,1760
Iar17,2r1kr2/7Q/p3pq2/1p6/3P4/8/PP3P1P/2R3RK b - - 5 29,f6f3,2,1376
NN2m3,3BB3/2R4p/k1p5/1pp1p3/p3P2P/Pn1P3P/1P4r1/1K6 b - - 5 37,g2g1,2,1675
DPKHg,r5k1/5p1p/p1p4R/1p6/3qP3/1B1Q4/PPP3P1/1K6 b - - 2 32,d4g1,2,1080
75vf0,k6r/p7/Pp2p3/1P3p2/2p5/6QP/6PK/q7 w - - 0 40,g3f3,2,1153
Ig347,8/8/8/8/4n1rk/7p/7K/3Q4 b - - 9 68,g4g2,2,1091
AmU31,r5k1/pbq2rpp/1p2Qb2/2n5/8/1BP3N1/PP3PPP/3RR1K1 w - - 3 20,e6e8,2,1069
IHSJR,2kr4/p5p1/1pBb1r1p/3p2q1/3P1p2/P1P1pP1b/1P2Q1PP/R3R1KN w - - 0 25,e2a6,2,800
Hz5um,r1b2rk1/pp3pp1/3p2n1/3Np1Q1/2n1q3/6RP/PP4PK/8 w - - 0 23,d5e7,2,1402
fluNZ,6k1/pppr1pp1/4p2p/8/P3P3/BB6/1PP2RPP/7K b - - 0 23,d7d1,2,956
9lBnO,4r1k1/2p2ppp/p2n2q1/3p4/3P4/PP2Q2P/1B3PP1/4R1K1 w - - 0 25,e3e8,2,486
C2oRV,Q7/2p2pk1/2Qb4/4pP2/2Pp4/3P3P/1r3qBK/R7 b - - 1 29,e5e4,2,1706
fTx1r,1nbr1k2/2p2pp1/p1B4p/1p6/7b/8/PPP2PPP/1K1RR3 w - - 0 22,d1d8,2,814
rAgiw,r1bq1rk1/1p2bpp1/1np1p2p/8/pnPPN3/3Q1NB1/PPB2PPP/R3R1K1 w - - 4 18,e4f6,2,982
WVyX2,5k2/1B4bQ/7p/p6q/1pp2pp1/P7/1P3P1n/3R1N1K b - - 0 37,h2f3,2,1509
VCz3H,4rrk1/pp5p/2p3p1/3n4/8/PQB1qP2/1P1R2PP/R6K b - - 8 25,e3e1,2,679
153Sx,6k1/p1q2ppp/1r1rpn2/2R5/B7/1PP2Q1P/P3RPP1/6K1 b - - 2 24,d6d1,2,904
Q5qyc,8/R6p/6pk/1p6/4rPP1/2n4P/P7/6K1 w - - 1 35,g4g5,2,875
C6Dsh,6k1/r3Q3/1q2N1p1/pp1pn3/3b4/7P/6P1/5N1K w - - 1 37,e7f8,2,1350
Nuq32,2r5/1Q5P/5P2/k1r5/6R1/Pp6/1P1p4/1K5R b - - 4 44,c5c1,2,611
oAFKS,4r2k/p3rQpp/1p1q4/3p4/8/P6P/1P4P1/2R2RK1 w - - 3 28,f7f8,2,1217
rFjrB,1r5k/6p1/p3P2p/8/1rPQ4/q3P3/P6P/K2R2R1 b - - 2 26,a3a2,2,1583
JVf7Z,r6k/pp4Rp/2p1p2P/8/2PP1P2/P7/3qp1QK/8 w - - 0 34,g7h7,2,1322
EPfSZ,r3kr2/ppp5/3pB1R1/b2Pp2Q/4q2P/1P2B3/P4P2/2RK4 b q - 0 27,e4d3,2,1515
vjFyu,6k1/ppp5/3b3p/3R2pP/4b3/1P2Pp2/PB2Q3/R6K b - - 0 33,f3f2,2,2064
O51ij,1k2r3/1pp5/2q5/5p1p/3Q2r1/2P1Rp2/PP4PP/4R1K1 w - - 0 24,e3e8,2,827
ubJef,1r5k/1pp2R2/3p2Q1/p3pPqN/P5n1/2PPP3/1P4P1/6K1 b - - 4 33,g5e3,2,1229
UNFZC,r4b1r/ppp1k1N1/3p2Q1/3n4/4Pp2/8/2qPK2P/8 w - - 0 26,g6e6,2,1272
oGLHi,2N2k2/p4q2/7p/1p2Q3/2P5/1K2P2P/PP6/8 b - - 0 45,f7c4,2,1131
xtkrm,4R3/k1p5/1p4p1/pP5p/P1QPb3/5qn1/3K4/8 w - - 0 40,c4c7,2,936
LtpPM,6k1/4p2p/6p1/3p4/2p1q3/7Q/6PP/4rR1K w - - 4 34,h3c8,2,1173
rcvIq,r5k1/5ppp/8/p7/1n6/1q6/3R1PPP/K2R4 w - - 2 34,d2d8,2,969
NN5yo,4q3/pp3kr1/2bQ4/3pBp1p/3Pp3/P1P1P3/2PK1P2/8 w - - 8 37,d6f6,2,946
fr48H,2k5/pppr1ppp/1q3p2/2b5/5PPP/2B5/PPP1Q3/1K1R4 w - - 0 23,e2e8,2,592
1yPoQ,3r1rk1/3qnpp1/B1b1p2p/p7/Pp2P3/1P2Q3/4NPPP/2RR2K1 b - - 3 25,d7d1,2,454
EbBKy,k7/pp6/2p1p2p/7P/3r1P2/P7/1P6/K5R1 w - - 0 45,g1g8,2,1048
hI7p6,r1b2r1k/p3q1pp/2pp1p2/1p3P2/2BPP2Q/2P2R2/P5PP/4R1K1 w - - 0 19,h4h7,2,1216
Et6pp,1r4k1/1p3pp1/p1p2q1p/2PbR3/3P4/6PP/P4P2/1B2R1K1 w - - 0 28,e5e8,2,408
MMI0w,r2q1brk/1b3p2/p1np1P2/1p2Pp1p/3P4/1NN4R/PP4PP/R1B3K1 w - - 0 23,h3h5,2,400
cAGe3,rr1q1k2/p4p2/P2b3p/2p1p2n/2B1P3/2B3QP/1P3P1K/6R1 w - - 6 31,g3g8,2,1220
ze4fi,8/8/5N2/8/5Q2/2P1K1P1/2k3b1/q7 b - - 3 54,a1e1,2,1747
0Ynru,1r4k1/2R2ppp/2R1p3/1p1pn3/p2r2P1/8/5PKP/8 w - - 0 32,c7c8,2,719
XtxGR,5r1k/1p1R2p1/p6p/2P3p1/1P3b2/2B1Q3/P5PP/6K1 b - - 0 31,f4e3,2,906
XptC9,6k1/1R4p1/2p5/2p2pNp/2Pp2qP/P1bP1NP1/4rPK1/8 w - - 0 38,b7b8,2,742
zpDwa,r4rk1/pp4p1/2p2pq1/7R/8/7Q/5PPK/8 w - - 3 32,h5h8,2,1798
eZSDY,r6k/p4p1p/1p1R1p2/1Pp2N2/P3b3/4P3/5P1r/3R1K2 w - - 0 31,d6d8,2,538
q5KpI,r4rk1/ppp1Bppp/3q4/8/3P2n1/2P5/PPQNR1PP/R5K1 b - - 0 16,d6h2,2,986
NDShS,2kr3r/p2n1ppb/2Bqpn1p/2b5/6P1/1P5P/PBPPQ3/1NKR3R w - - 1 18,e2a6,2,976
OdEsn,r5k1/5ppp/2Q1p3/3p4/3P1b2/KR3P2/4q3/8 w - - 1 45,c6a8,2,889
Ucitu,4r2k/1n4p1/2p4p/p2n4/P4r2/5p2/2B2KbP/4R3 w - - 2 41,e1e8,2,584
dEVJU,4qrk1/1b2bpp1/1p2p2p/p3P3/P3Nn2/3Q1N1P/1P3PP1/1BR3K1 w - - 3 25,e4f6,2,1175
KxIxj,r1b1k2r/ppqp1ppp/4p3/2b1n3/1PP1P1n1/P2B1N2/4QPPP/RNB2RK1 b kq - 0 11,e5f3,2,1576
BkFLp,2r3k1/pp3ppp/8/4p1P1/8/P2Q1qBP/2r2P1K/3R3R b - - 0 28,c2f2,2,1056
7hOEI,7k/1bp3pp/3p1q2/1P6/2P5/8/5PpP/4R1K1 w - - 2 31,e1e8,2,401
vzovF,7r/ppq5/2p1pk2/3p2N1/3Pn3/2P5/PPQ1RP2/4R1K1 b - - 0 27,c7h2,2,1106
wDi6X,5k2/p4ppp/1p3P2/3rPr2/3P4/1P1K1P2/P1R5/8 w - - 0 34,c2c8,2,436
X6IYU,r2q1rk1/ppp2p1p/4p1pb/4P3/1PBPQn2/5P2/P4P1P/R1B2RK1 b - - 1 18,d8g5,2,1575
TIzWP,2r1k3/3b1r1R/p4pp1/2Q1q3/6P1/8/PpP5/1K1R4 w - - 0 30,h7h8,2,1369
uSjP2,r3r1k1/2qn1pp1/2pbb2p/pp1p4/3P3B/2PQ3P/PPB2PP1/RN3RK1 w - - 0 16,d3h7,2,534
AEzo3,r3r2k/1p3p2/2pp1q2/6Rb/5P1P/p2B4/PPP5/1K4R1 w - - 0 32,g5h5,2,1176
xh7JZ,5Q2/2p2R1p/3p2p1/p2Pn1k1/4q3/7P/2r3P1/7K w - - 3 35,f8e7,2,1937
RUcht,5rk1/5ppp/8/3Q1q2/2P1p3/4b1P1/PP3P1P/R3R1K1 b - - 0 25,f5f2,2,1235
C29SE,1r4k1/p4p1p/3p2pB/2pP1P2/3bQ1P1/2q4P/P3R3/5K2 w - - 4 29,e4e8,2,705
Wr5Ob,4r1k1/1Q6/5n1p/2N3p1/5p2/7P/1P2qPPB/R5K1 b - - 2 32,e2e1,2,671
DAhPc,r1b1k2r/pppp4/8/4Pp2/3P1Pnb/2PR4/PP1BB1P1/RN4K1 b kq - 6 19,h4f2,2,1110
qtOIj,r4r1k/7P/2pnb3/pp1p2Q1/P2Pp1PR/1BP5/1KP5/6q1 w - - 2 33,g5e5,2,1557
YZ36z,2krr3/pp3Qpp/2p5/8/P7/4b3/1P4PP/R1B4K b - - 0 21,d8d1,2,704
ycAnG,q4rk1/1b3N2/1b1NpB1p/2Pp4/3P4/8/2Q2PPP/6K1 b - - 0 30,a8a1,2,1191
u1dgz,2r3k1/5p1p/4b1p1/8/8/1p2R3/1R4PP/7K b - - 2 40,c8c1,2,481
Gside,5Q2/3q2np/6bk/1p1p4/p2P1R2/P1P5/1P6/2K5 w - - 4 49,f4h4,2,911
VgYV8,6k1/p1p2p2/6pp/1pb3r1/8/7Q/PP4BP/4rR1K b - - 3 31,e1f1,2,827
yOhnY,8/2p2p1Q/2p1q1p1/2Bp2k1/2nP4/8/P4PPP/5K2 b - - 0 30,c4d2,2,915
a8sKC,2N3k1/p1q2ppp/8/2ppnP2/Q7/P4P1P/1P4PK/2R5 b - - 0 28,e5f3,2,1583
uEzxB,2r3k1/5p2/4p3/6q1/4B1p1/2r3P1/2P2Q1K/5R2 w - - 0 38,f2f7,2,1101
DtNWH,r1b3k1/pp2rp1p/1np1p1pB/4P3/8/P7/1P2BPPP/3RK2R w K - 0 19,d1d8,2,1051
EscWO,1k3r2/pp1r2p1/2p5/6R1/8/PB2R3/1PP5/2K5 b - - 0 33,f8f1,2,914
buTxO,r1bq1r1k/pp1n2bp/n4pBB/3p4/1P2p2Q/P4N2/2P1KPPP/R6R w - - 0 20,h6g7,2,1022
py8V5,r4r1k/pp5B/2pbpq1Q/8/3p4/8/PPPP1PPP/R1B3K1 w - - 1 17,h7g6,2,1234
PTA7Y,2k4r/pp6/1b1BppQ1/3p4/B2P2bq/P1P3N1/1P3PP1/4RK2 b - - 0 25,h4h1,2,1271
ECAwr,1k6/3K4/R1P2P2/8/8/p4r2/2b5/8 w - - 0 53,c6c7,2,1362
QyBQP,2kr4/1p3p1p/4b3/q1b5/8/2Q2N2/PPP1BPPP/1K5R b - - 0 22,a5a2,2,1108
t4vSB,3k4/pp4Rr/8/5qp1/2pP4/PnP2PB1/1P4PP/4R1K1 w - - 3 34,g3c7,2,1432
4kX0O,6k1/5pp1/4p2p/1q1n4/3P4/3Q1PP1/1r5P/2R3K1 w - - 2 40,c1c8,2,1156
crleJ,3r4/6k1/7p/6qp/6n1/1PR4Q/P1P2PPP/1K6 b - - 2 36,d8d1,2,908
21rMF,8/p4pkp/6p1/2P5/QP1qP3/7P/P2r1PP1/3RR1K1 b - - 4 31,d4f2,2,1214
Kwqkc,1Q2Rnk1/1b2r1p1/p5qp/1p6/3p4/P4P2/1PP3P1/6K1 w - - 0 41,e8f8,2,744
CU7aZ,r2q1rk1/5p1p/p2b1p2/1pp3P1/2Bn2QP/8/PPP5/2KRR3 w - - 0 21,g5f6,2,1105
lMHMZ,1r6/R5R1/2p2p1p/5k2/P2P4/4B3/5PPP/6K1 b - - 0 31,b8b1,2,514
r2auQ,7r/3k3p/2pB2p1/4PpN1/1P3P2/8/rP3RPP/7K b - - 1 28,a2a1,2,671
Wi2wl,1r3k1r/4pP2/3p4/8/2nq1PQP/2p5/1PP5/1K4RR w - - 1 29,g4g8,2,1631
yNODA,6k1/5pp1/1r5p/R2R4/4pPn1/2P1P3/6PP/6K1 b - - 0 33,b6b1,2,452
kMglQ,6k1/p4ppp/2q5/4p3/1P1bN3/P4P2/4Q1PP/2B4K b - - 0 29,c6c1,2,594
0nkF2,2Q5/4p2p/4pkpB/3n1q2/8/2pP4/2P3PP/6K1 w - - 6 34,c8h8,2,2002
MjFU7,2r3k1/p4ppp/4p3/8/8/r1RqP1PP/5P2/2R3K1 w - - 0 35,c3c8,2,861
Z4CWo,1b2r1k1/2q3pp/p5r1/1p2Rb2/3P4/BP5P/P4PP1/4R1K1 w - - 0 31,e5e8,2,1939
XL603,Q2b2k1/5ppp/p2p2b1/1pq5/P1p5/2P4P/BP2r1PN/1N5K w - - 1 27,a8d8,2,585
30uMp,1b1r2k1/1Q3ppp/p3p3/7P/6q1/P3P3/1P3PB1/2R2K2 b - - 1 30,d8d1,2,872
CSS6G,2kr1b1r/pp1np2p/2p1Rnp1/3p4/3q1B2/3B1Q1P/PPP3P1/1K1R4 w - - 0 18,e6c6,2,1504
9UZPg,5r1k/pp3P1p/1qp3p1/8/2P5/8/P5PP/b2Q1R1K w - - 0 24,d1a1,2,1098
ktFMv,4rr1k/1pq2R1p/p3Qpp1/2pPp3/6P1/2Pb3P/1P4B1/7K w - - 0 34,e6f6,2,1529
r0ZOg,r3k2r/1p2Pp2/2p1b1p1/7p/5P2/1P1Q3P/pqP1K1B1/3R3R w kq - 0 27,d3d8,2,1693
AKjGO,8/4r3/7R/1p3Bp1/6Pn/1b3KBk/7P/8 w - - 1 44,h6h4,2,1960
Enfjn,5k2/8/2P5/1P5Q/6p1/7P/5qPK/8 b - - 0 54,g4g3,2,1415
gLMZn,5n1k/p6p/1pQP2pP/3B1p2/P4qP1/7K/8/8 w - - 2 37,c6c3,2,1596
ApnEt,r2q1k2/pp2b2Q/1np1nr1p/3p4/1P1P4/5N1P/P1B2PP1/RN4K1 w - - 0 22,h7h8,2,1276
XJBDW,3r4/4Q3/p4p1k/6pp/3p1nq1/P7/5PB1/3R2RK b - - 3 39,g4h4,2,1193
xz5p9,7R/8/8/8/8/2K5/5r2/2k5 w - - 36 77,h8h1,2,872
bbSfg,r7/pp2RQpk/2p4p/2Pp4/3P4/3P2B1/q4PPP/1R4K1 b - - 2 26,a2b1,2,617
M38og,5rk1/6pp/2p2q2/1p1pP3/1P1P3N/3Qn1P1/R6P/6K1 b - - 9 29,f6f1,2,1135
seB5G,3r1rk1/p4ppp/1p3n2/2PqNQ2/8/1P2P3/P4PPP/R2R2K1 b - - 0 18,d5d1,2,773
8EKgS,8/p2k4/Pp1p4/1PpNp1q1/4P1p1/5r2/2P1Q1RP/6K1 b - - 1 46,g5c1,2,931
h2gJa,3r2k1/1b3Rpp/3q4/1p3pQ1/1Pp5/5P2/PB4PP/R6K b - - 0 28,d6d1,2,941
yCxxW,2r3k1/5pp1/3Q3p/2p1p3/P4nq1/2P2NP1/5P1P/R3RK2 b - - 4 26,g4h3,2,939
Vzqng,7r/R7/2p1pkp1/2Pp1pN1/3P1K1P/4PPP1/1b6/8 b - - 2 41,e6e5,2,995
OGHOT,4k3/5p2/P1K1pP2/4P3/8/7p/8/8 w - - 0 56,a6a7,2,703
XhYcN,r3k2r/pp3pp1/4P2p/4P3/2p2n2/2P1bB1P/q4PP1/1N1Q2K1 w kq - 0 20,d1d7,2,1226
4QNln,2R2rk1/N1pn2b1/1p1p2p1/3Pp3/1PP1P1pq/4B3/2QN2PP/6K1 b - - 0 24,h4e1,2,1243
xaTE0,2krn1r1/pp1n1p1p/2BQp3/q6p/2PP4/P7/1P3PPB/1K1R3R w - - 1 29,c6d7,2,1557
loqNx,r4r1k/p1pbN1n1/1p3qp1/3P2N1/2P3p1/8/PP1Q3P/4R1K1 w - - 0 24,g5f7,2,1315
x48gL,3r2k1/1p1Q2pp/2n2p2/8/3P4/pPP4P/P2N2q1/2K1R3 w - - 2 24,e1e8,2,1124
dfE4j,1R6/8/8/3B4/1p4pk/8/1r4PK/8 b - - 1 46,g4g3,2,999
sufY8,5nk1/1p2r1p1/p2pP1r1/P5P1/1PB4Q/2q5/7K/5R2 w - - 7 45,f1f8,2,1148
Vqakb,r4rk1/pppQ4/2np4/4p3/2q1P3/4R2P/P4PP1/R5K1 w - - 6 24,e3g3,2,1031
CgQxu,7k/pp4r1/4Q3/2pB2q1/1PPp4/P2P2PP/4RK2/4R3 b - - 0 39,g5g3,2,1120
cB776,2r3k1/p2p1p1p/1p2p2Q/8/2r1P3/q1PR4/2K2PPP/7R w - - 3 22,d3g3,2,1256
Zbi0i,2k1r3/8/ppp4Q/8/Pq6/6BP/5PP1/6K1 w - - 0 39,h6c6,2,1138
66nFt,3r1rk1/p7/2p1b1p1/6Q1/2p5/2q5/P6P/6RK w - - 0 32,g5g6,2,1182
6qOEs,6k1/4qpp1/p1pb4/P2p4/3P1n1Q/2P2P2/1P4PP/1B4K1 w - - 2 36,h4h7,2,901
Bj4TN,4rk2/1rp5/3pRp1p/p2Q1P2/PpP2p2/1Pq5/5PPP/4R1K1 b - - 7 33,c3e1,2,1093
HmLa3,2R2rk1/6p1/p2bp2p/1p1bN2q/8/1P2Q1B1/P4PPP/3R2K1 b - - 0 26,h5d1,2,1152
Msuy7,1k3r2/1pp5/8/1P1pP1n1/p2P2p1/P2P2Pp/3Q4/2B2R1K b - - 0 35,f8f1,2,854
BcPzU,7k/7p/p4r1P/1p1p1pp1/7q/P1P5/2B3P1/4R1K1 w - - 0 35,e1e8,2,480
7tXfo,2R1Nk2/5p2/p3p3/3pP1K1/1P6/r5b1/8/7r w - - 0 36,e8f6,2,1500
LotGK,r3k2r/pp3pp1/2p1p3/5R2/1PPPp1p1/4P3/P2BBKP1/R2QN2q b kq - 2 17,g4g3,2,1741
G6AIw,2Q5/p7/1pp5/k7/2P2B2/P3P3/1Pq1r3/KR5r w - - 1 47,b2b4,2,1186
wKlUK,6k1/1b4pp/2p5/1pR5/1P2Pq2/N1Q4P/r4PP1/4R1K1 b - - 0 32,f4f2,2,1007
Ij8wy,8/1K4kp/5rp1/R1P1r3/8/1P5P/R7/8 b - - 4 55,e5e7,2,924
e93D0,6k1/p1q1rppp/8/1Q1b4/6P1/7P/P1r3B1/4R2K w - - 0 35,b5e8,2,1647
uAlgk,Rr2k3/2Rnrp1p/4p1p1/3p4/8/7P/5PP1/6K1 w - - 2 40,c7c8,2,1533
5W91A,r3qr2/pp6/4p1k1/3pP3/2nP4/2R4Q/P3KP2/8 w - - 0 27,c3g3,2,1353
FeTBJ,3q2k1/3P1ppp/2r5/p7/Pp1p4/1P1P4/1P3PPP/4R1K1 w - - 0 23,e1e8,2,968
aKcPR,r5k1/1n3Rp1/p3B1p1/1p6/8/b3PP2/P4PKP/r7 w - - 0 28,f7f4,2,1921
XRx6x,5r1k/ppR1N2p/6p1/4pn2/4q2P/QP4PK/P7/8 w - - 4 36,e7g6,2,965
26IiA,r5k1/1q5p/4N2p/3pb3/2p3P1/3p1Q1P/8/5R1K w - - 2 32,f3f8,2,1324
0Gi0d,r1k4r/ppp2Rpp/2n5/1B1Q4/8/1P2P3/P1qP1KPP/8 w - - 0 16,d5d7,2,1256
Ve97Y,r5k1/pp3ppp/2p4r/4N3/1P1Pp2q/P3P2P/1B1Q1P1K/R6R b - - 2 22,h4h3,2,913
G68j6,6k1/pp3ppp/2p1pn2/Q7/P7/1P6/2P2q1P/K7 w - - 0 24,a5d8,2,675
DauxC,3r1r1k/p2bqpnp/4pNpP/1p1p2P1/2P5/8/PP2BP2/2KR3R w - - 2 23,h6g7,2,1131
x2VoB,r2qb2k/6p1/3p2Q1/p1pPpPN1/1pP1P2r/5RR1/P7/6K1 w - - 4 34,g5f7,2,1542
dTufd,2kr4/3bqp2/1Q1p3b/3P4/8/3R4/PPP2PPP/1K3B1R b - - 2 20,e7e1,2,534
xosB2,k4r2/1p6/p1p5/P2BB1q1/3P4/2PQ4/1P4PP/6K1 b - - 0 34,g5c1,2,904
iVSAj,1k1rr3/2pq1pbp/p2pbnp1/1p6/1n2PP2/1B2Q2P/PPP2BP1/2KR2NR w - - 0 17,e3a7,2,1028
RODyf,4rkBr/1p2q3/2p2p2/p6p/8/1QN5/PPP2PPP/R3R1K1 b - - 1 19,e7e1,2,1075
PGQN5,8/pp1r2kp/2p1R3/5pBB/2Pb4/1P1b1P2/P1p3KP/8 w - - 0 32,g5h6,2,1338
rFp3a,6k1/pp3ppp/2p3b1/3p2Q1/3q1P2/1P1P4/1PP1r1PP/3N1R1K w - - 6 24,g5d8,2,435
6kqvQ,1k1r4/pp2bpp1/2p1p1qp/Q1P1P3/1P3B2/P7/5PPP/3R2K1 w - - 3 23,d1d8,2,985
K3Fpu,1k6/p3K1R1/Br4p1/5p1p/4bP1P/6P1/8/8 w - - 3 37,g7g8,2,873
T3dPl,2rk1b1r/1p2p1p1/p3Q3/2pN4/P1n5/3q4/3B2P1/1R1K1R2 w - - 2 26,f1f8,2,1189
jIz32,8/P1p3kp/1p1p2p1/8/1PP1R3/5PPb/4pr1P/R6K b - - 0 36,f2f1,2,1593
A5iqF,6k1/1p2r1p1/2r3p1/3pp3/1P1P1R2/P4R2/6PP/6K1 w - - 0 32,f4f8,2,764
GnYJP,4r3/p4p1k/2p2Bpp/2b5/7R/8/r4PK1/5R2 w - - 6 33,h4h6,2,1126
9bYSL,r4rk1/2p2ppp/p2b4/1p6/3PQ3/1BPnR1qP/PP1B2P1/RN4K1 b - - 4 19,g3f2,2,1987
9c7bv,8/Q6p/2p3pk/8/1P1p1KP1/P1q4P/8/8 w - - 0 38,g4g5,2,938
b9AiK,r4rk1/ppp2pp1/3p4/2qN2p1/1nP5/1P2P3/P3QPPP/R4R1K w - - 0 19,d5e7,2,937
jHprT,8/3R1pk1/5N1p/2R1Pnp1/1Pb1K3/r6P/8/8 b - - 0 42,a3e3,2,1931
YBKb5,6k1/pb1R1pp1/7p/1pp1q3/8/2P5/PPB2PPP/6K1 w - - 0 24,d7d8,2,583
gTHPN,r1bBk2r/ppp2ppp/3p2n1/2bPp3/N1P1n3/5N2/PP3PPP/R2QKB1R b KQkq - 0 9,c5f2,2,1559
OAnbM,5r1k/1b4pp/p6q/8/2BPp3/QP2p1P1/5r1P/2R2RK1 w - - 2 28,a3f8,2,845
lUFlK,r1b2rk1/ppp1q2p/6pQ/4B1N1/3p4/8/PP4PP/n4RK1 w - - 2 22,f1f8,2,1310
yvBki,r4bkr/7p/p1b2Pn1/1pp2RN1/3p4/3P4/PPP3PP/R1B3K1 w - - 4 21,f6f7,2,904
iurpL,1r6/5P2/p6p/8/3k3N/P7/4R1PP/7K b - - 0 46,b8b1,2,563
8IAkl,8/pp6/3Q4/q1pK1p1B/k1P5/P2P4/1P3r2/8 w - - 1 47,h5d1,2,1647
EeevV,4r1k1/ppR3pp/8/P7/1P1P4/3QP3/5qPP/7K b - - 0 24,f2e1,2,1220
cm0TV,k7/pr3ppQ/4R2p/8/6N1/P1PP4/5PPP/6K1 b - - 0 26,b7b1,2,875
N1fsU,rnq3k1/ppp3b1/3p1nN1/3Pp1NQ/2P5/7P/PP3rP1/R3K2R w KQ - 2 21,g6e7,2,1705
czA6c,5k2/2p2p1p/6p1/4PN2/2bP4/2P2K1P/1rP1n1P1/R7 w - - 0 33,a1a8,2,681
g9YSs,r5k1/1pQ2ppp/3P4/4b3/2B1r3/7P/P5P1/2B4K b - - 0 28,e4e1,2,911
W1AuZ,r5k1/5pp1/5n1p/4b3/2PBp3/1B2Q2P/1PP2PP1/7K b - - 4 31,a8a1,2,1295
nZNfo,1r2r1k1/1b3p1p/p5p1/8/N1Qp1b2/1B3PqP/PPR3P1/5RK1 w - - 2 28,c4f7,2,1251
9e6fQ,1r2r1k1/4qpp1/b3p2p/p3P3/Pp1PQ2P/8/2BN1PP1/2n1R1K1 w - - 0 26,e4h7,2,1157
SpEeO,5rk1/p1BP2pp/Pp6/4pr2/4p3/2PbP2Q/6PP/R4R1K b - - 0 27,f5f1,2,705
L7dRT,r2qkb1r/1b1np1p1/p3p2p/1p1p4/7B/1B6/PPP2PPP/RN1QK2R w KQkq - 0 13,d1h5,2,773
ym3uZ,4rr2/1pp4k/p2P3p/2P3pQ/1P6/2b4P/5pPB/3R1K2 b - - 1 30,e8e1,2,1172
hGOiY,1r6/rNk2ppp/3R4/p2p1p2/5P2/1P6/P2KR3/8 w - - 6 29,e2e7,2,1169
aZLvK,3r4/5pbk/2N3p1/1p6/1P2Q3/8/6PP/3R3K b - - 0 35,d8d1,2,517
4k2oO,1r4k1/p1p2ppp/8/1p2r2q/1P6/P3N3/1Q1NnPPP/4RR1K b - - 7 22,h5h2,2,1186
JuM6C,1k6/1p3p2/p3p3/3pP3/1R4p1/P1RQ4/2P1KPP1/2r4r b - - 3 33,h1e1,2,1488
KQPVl,4rr2/pp3p1k/2p5/3P1N2/6nP/6P1/PPPR4/1K3B1R b - - 0 23,e8e1,2,454
DSJbp,8/2p5/kbQ5/3p4/p2qp3/6P1/5N1P/1R4K1 b - - 0 43,d4f2,2,1132
uxT2M,6k1/5ppp/R3b3/8/8/3KPPPP/6r1/8 w - - 3 33,a6a8,2,445
u6zcL,1Q6/2rk2p1/4p1qp/3b4/6P1/P7/2P4P/1K1R1R2 b - - 0 33,g6c2,2,1878
tRXEg,k1r5/p3R1pp/3B4/1N1P1b2/8/8/PP3PPP/2R3K1 b - - 4 24,c8c1,2,474
Y9Tui,r7/p1pn1k2/1p2p3/4QNp1/1nr5/8/1P4PP/1K6 w - - 0 28,e5g7,2,1146
HNRXr,8/6qp/6p1/3p3k/5Q2/7P/5P2/5K2 w - - 4 48,f4g4,2,1125
CnN6j,r5k1/1b3ppp/1p2p3/pN6/Pn2PP2/1P2q1P1/3R2BP/3Q3K w - - 2 29,d2d8,2,1180
NKXwu,r1b1k2r/3p1ppp/p4n2/4p3/1Bp5/8/PPP2PPP/2KRR3 w kq - 0 17,e1e5,2,1760
2IKUl,1k4r1/5R2/1pp1p3/2q3p1/Q1P1P3/6P1/1P1r2BK/R7 b - - 2 28,g8h8,2,1061
hOB4l,8/2P2p2/p3p1k1/1p2R1p1/1P1n2Kp/P6P/5PP1/8 b - - 0 46,f7f5,2,1037
5hNkr,2r1r1k1/1R3pp1/p1nq4/7Q/7p/1P4PP/P1P2P2/5R1K w - - 0 30,h5f7,2,972
plrcU,r2r2k1/2R2pbp/6p1/Pq2p3/1PQn4/7P/5PP1/5RK1 w - - 0 29,c4f7,2,1372
46swG,r1b2rk1/ppp2ppp/1n6/6q1/8/1B3Q2/PP3PPP/R3R1K1 w - - 0 16,f3f7,2,1516
