puzzle_id,fen,key_moves,mate_in,rating
sp001325,K1B1Q1R1/3R4/8/8/8/8/5k2/8 w - - 64 116,d7f7,1,0
sp001343,8/8/p6r/P6P/3pp1PK/5k2/8/2b2r2 b - - 0 47,f1h1,1,0
sp001345,8/3P1pQ1/2P2P1P/5K2/4Q3/8/8/5k2 w - - 41 77,g7g2,1,0
sp002622,2N1k3/4P3/r1P2KPr/5p2/p1b5/P6P/8/R7 w - - 5 36,c8d6,1,0
sp002867,8/3N2q1/8/8/4K3/8/5q2/1r4bk b - - 15 66,g7d4,1,0
sp000151,7R/8/3p1NP1/p1kq1BP1/5P2/2p5/2K5/q3r3 b - - 5 37,d5d1 e1e2 e1c1 a1b2 a1c1,1,0
sp000069,5r2/7k/2p5/5pKP/8/2p5/4q3/r7 b - - 0 32,e2g4,1,0
sp001919,2Q4K/8/1NP5/5p2/q7/8/6r1/5k2 b - - 2 73,a4h4,1,0
sp000867,3R2R1/4K3/2B5/8/6Q1/8/2k1p1P1/Q1b5 w - - 7 73,c6a4 g4c4 g4a4,1,0
sp002354,B7/2b5/8/7p/7P/7K/4kq2/1r6 b - - 18 90,f2g3 f2h2,1,0
sp001630,7K/8/8/5P2/8/6r1/4nk2/1r6 b - - 0 59,b1h1,1,0
sp000450,7r/5kb1/p1B2p1p/P4P2/8/1bpp3P/1p6/1K1n4 b - - 1 37,c3c2,1,0
sp001726,8/8/6p1/6P1/2p2k1K/2p5/r2q4/8 b - - 9 74,d2h2,1,0
sp000449,1Q6/3k4/2Nbp3/4p3/5pP1/P1KP4/2Q3B1/8 w - - 0 35,b8d8,1,0
sp002764,2R3RK/8/8/8/5P2/8/7p/7k w - - 0 67,c8c1,1,0
sp001096,r2B1R2/1p6/1np5/4p1Nn/2PpP3/P2Pk3/6R1/1qb1K3 b - - 0 31,c1a3 c1d2 c1b2,1,0
sp000864,7R/5p2/2Q2P2/7p/3k1P2/2p1pp2/5P2/K7 w - - 0 39,h8d8,1,0
sp001804,8/8/4kp2/2p2p2/2n2P1P/2K5/4q3/1R1b4 b - - 0 58,e2c2,1,0
sp000382,8/6R1/1B3K1k/7p/7P/5p2/8/7Q w - - 0 49,b6e3 h1c1,1,0
sp002738,B2Q2B1/8/8/3P1P1k/1p3P1p/1N5P/1K6/R6R w - - 1 40,d8g5,1,0
sp002345,8/8/5p2/7p/1r3b1P/7K/2B1k3/q7 b - - 1 79,a1h1 a1f1,1,0
sp001520,rn2kbnr/ppp3pp/5p2/4p3/4P3/N2PKbP1/PPP3q1/R1B4Q b kq - 1 12,g2e2,1,0
sp003032,7K/8/1n6/6r1/8/2p5/4kq2/8 b - - 55 144,f2h4 f2h2,1,0
sp001397,4k3/1pq5/pnp4P/2K5/2n2p2/2nP2p1/8/8 b - - 0 43,c7d6,1,0
sp002699,3BQ3/2K5/2P4k/5P1p/p4p1P/P1n5/2B5/6r1 w - - 3 45,e8h8,1,0
sp000907,BQ6/6k1/3p4/3P1Q2/8/2P2p2/2K2P1R/2b5 w - - 3 40,b8h8 b8f8 h2h7,1,0
sp000294,R7/1p6/1Pp4r/K6p/5q2/6p1/8/3b3k b - - 7 49,f4a4 f4d2,1,0
sp002236,8/3Q4/5k2/7p/R1p1K2P/2P1p3/5b2/8 w - - 7 68,a4a6,1,0
sp003099,RQ6/3k1p2/5n2/2PP2b1/1p5r/5pK1/4b3/8 b - - 0 35,f6e4,1,0
sp001455,r7/1p6/PB1p4/8/2P2kp1/1P4p1/4q3/2KN3r b - - 0 34,h1d1,1,0
sp000436,6K1/8/2pb4/5n2/5p2/4k3/8/3q3r b - - 17 77,d1d5 d1b3,1,0
sp001922,8/1k4p1/2r3Pp/5K1P/p3PP2/P1p5/8/3q4 b - - 2 44,d1h5,1,0
sp003018,1R5R/6RP/2N3B1/5K2/8/8/2Q5/1q2k3 w - - 6 85,b8b1,1,0
sp000989,1Q2R2R/2Q3b1/5k2/2Pp2p1/6K1/2P2p1P/5P2/8 w - - 0 35,b8b6,1,0
sp001981,1Q4R1/5k2/2Q2p2/5K1p/6nP/2pP2b1/8/8 w - - 1 46,b8f8 b8e8 c6e8 c6d7 c6e6,1,0
sp002079,6k1/6p1/3b2Pp/1PP1p3/3pP2P/2p5/7r/rB2K3 b - - 0 40,a1b1,1,0
sp002414,3r3r/6p1/pkPp1b1p/N1nKpP2/P1P5/7P/1P4P1/R4b1R b - - 2 24,f1g2,1,0
sp000677,7R/1p6/5PP1/8/2p5/Ppbk4/2b5/2K3R1 b - - 1 45,b3b2,1,0
sp002915,2B5/8/1n3p2/4rp2/7P/1Q1pkpK1/4q3/8 b - - 0 49,e2g2,1,0
sp001228,5K2/3Q4/2p5/2P1kp1p/5p1P/r4P2/6r1/8 w - - 0 46,d7d6,1,0
sp001122,8/2b5/8/8/6r1/3K1Bk1/5q2/1r6 b - - 13 90,b1b3,1,0
sp003127,4k3/5p2/2q2PP1/2p5/2P5/3K4/r1p5/rq6 b - - 2 40,c2c1q,1,0
sp002205,r6Q/1p4p1/pn2kb2/2p1p1p1/4K1P1/P1P2N2/1P1N1q2/R7 b - - 5 27,f2e2,1,0
sp001965,r4r2/1pp5/p4Q2/2k2P1p/2Pp1P1K/P5p1/1P1N2P1/R2bR3 w - - 0 27,e1e5 b2b4,1,0
sp001944,5r1b/8/P7/1p1p2k1/5pp1/8/7K/5q2 b - - 0 38,g4g3,1,0
sp001651,7r/5P2/8/5pk1/1p6/p1p3K1/P3q3/b2b4 b - - 0 38,e2f3 e2h2 f5f4,1,0
sp001643,7r/3n3k/6p1/p4pPP/1p3K2/2p2P2/P3q3/b2b4 b - - 0 32,e2e5 e2f3,1,0
sp001579,r2qkb1r/1p1n1pp1/p2p1n2/2p1p1N1/4P3/PQPP4/1P3PPP/R3KB1R w KQkq - 0 12,b3f7,1,0
sp000403,2k1K2Q/1pq3b1/p1p5/2P5/5p2/4n3/8/r7 b - - 0 53,c7d7,1,0
sp000651,N6r/8/8/8/1p4p1/2p2k1P/3q4/4b2K b - - 1 44,d2g2,1,0
sp000999,4R2R/6k1/2P5/3P1K2/6P1/5p2/5P1Q/2b5 w - - 1 42,h8h7 e8e7 h2h7 h2c7,1,0
sp002782,7r/8/2k5/K1p3p1/2P2p2/5P2/8/8 b - - 3 34,h8a8,1,0
sp001477,7r/1k6/p2p2p1/Pp1PP1N1/1P3K2/5n2/2q2b2/7r b - - 0 39,c2f5,1,0
sp003165,7r/1pN1k3/p2p2Kp/n2q1p2/8/PP1P3P/2P1p1P1/b2b3R b - - 5 26,d5f7,1,0
sp000437,8/8/p6p/P3r2P/4p3/K1p3k1/1r6/3q4 b - - 23 58,e5a5 d1b3 d1a1,1,0
sp002092,Q7/4Bk2/5P2/2p2B2/8/2KP2p1/8/3b2b1 w - - 1 37,a8f8,1,0
sp000312,R7/1p6/1P6/K7/8/2p5/5qp1/3b2k1 b - - 1 71,f2c5,1,0
sp000889,7R/4Q3/p1kP1pn1/2p2Bp1/6P1/P1K2PP1/3N4/1R6 w - - 1 32,f5e4,1,0
sp003207,1r6/8/8/1P6/1PP2k2/6p1/4K3/q6r b - - 3 47,a1d1,1,0
sp001727,8/8/6p1/6P1/2p2k2/2p4K/3q4/r7 b - - 11 75,a1h1,1,0
sp001668,8/8/6B1/7p/7P/7K/p6Q/4bk2 w - - 0 73,g6d3 h2g2,1,0
sp000695,5Q2/4K3/8/q7/6q1/2b3p1/3rk3/8 b - - 0 73,g4d7,1,0
sp002545,3Q4/8/2N5/5P1p/4K2P/8/7Q/3r1k2 w - - 5 68,d8d1,1,0
sp003282,7Q/3n4/ppkp2P1/6p1/2P5/P4P2/1P3P2/R3KB2 w Q - 0 23,h8c8,1,0
sp000344,r3r3/5pk1/p2b1n1p/3P4/4pP2/2P2P1P/PKP3BR/3q4 b - - 0 26,e8b8 a8b8,1,0
sp000394,2r5/6pk/p2p1b1p/5P2/2Pp1P2/P1P4P/K7/1r1q2RR b - - 0 30,d1b3 d1c2,1,0
sp002525,r7/8/pnp2k2/5p2/1QP3b1/P2B1p1P/1PK2PP1/3r1q1R b - - 0 24,f1d3,1,0
sp002929,B3kb1r/5pp1/3p1B1p/1q2p3/4P3/P1P2b2/2QN1PPP/R3K2R b KQk - 0 15,b5e2,1,0
sp002303,6Q1/2p3b1/2P2p2/5pkp/P1PN4/6K1/3r4/3r4 w - - 1 37,g8g7,1,0
sp001368,8/8/2p4p/7P/5k1K/r1n5/p7/q4r2 b - - 3 45,f1h1,1,0
sp000960,r2q3r/2p2Bp1/p1k2n2/4p3/2P3p1/6K1/PP1b1PPP/R6R b - - 1 18,d2f4,1,0
sp002415,6k1/6p1/R2P2P1/1P1n1p1p/1p3P2/1N3P2/8/4K2R w - - 6 37,a6a8,1,0
sp000685,4K3/5P2/3q4/8/6q1/2b3p1/3rk3/8 b - - 0 68,d6d8 g4c8 g4d7 g4e6 g4e4 g4a4,1,0
sp001580,7R/6k1/1nr2p1p/2N2P2/2p1p1P1/r5bP/5q2/3K1b2 b - - 1 38,a3a1,1,0
sp001244,8/3k4/2p2Pp1/6P1/2npK3/2q2Bp1/8/8 b - - 7 50,c3e3,1,0
sp001719,8/8/6p1/2p3P1/5k1K/2p5/3q4/r7 b - - 1 68,d2h2 a1h1,1,0
sp002600,Q6R/1p1nk1p1/3r1p2/2pP4/2P3p1/R4pP1/1P3P2/4K3 w - - 0 23,a8e8,1,0
sp002637,5Q2/3B4/2P3k1/6p1/4p1P1/3p2K1/8/rqbn4 w - - 1 45,d7f5,1,0
sp003059,Q6R/8/8/5p2/4pP2/6KP/4q3/5k2 b - - 2 47,e2f2,1,0
sp001957,6r1/1p6/p7/5PPk/4B2P/N1Pp2K1/1P6/5R2 w - - 1 36,e4f3,1,0
sp002317,1Q4Q1/2p3b1/2P2p2/2P2N1k/5K2/7p/3r4/7r w - - 3 47,g8e8 g8f7 b8e8,1,0
sp001533,8/5P2/1p6/8/5k2/p1P1b2K/8/3q3R b - - 4 44,d1h1,1,0
sp003154,5r2/7k/r2b1p1p/2p2PP1/2P1p2P/P3K3/5P2/1q4R1 b - - 0 27,b1d3,1,0
sp000738,r2B3R/8/p4P2/4k3/1p4K1/P2R4/4p3/7b w - - 1 39,h8e8,1,0
sp000581,R6K/3P1QQ1/2PP4/8/8/8/8/7k w - - 9 87,f7h5,1,0
sp001890,3Q4/p1p3p1/2N2p2/6p1/4BkP1/P4P2/P2K2P1/R5rq w - - 0 25,d8c7,1,0
sp002110,r2Bk2r/ppQ3p1/1n3p1p/8/6P1/P1Pp3P/1P1Nb3/2K1R2R w kq - 0 21,c7e7,1,0
sp001263,q5Q1/3K4/5k1p/5p1P/5P2/8/8/8 w - - 9 66,g8g6,1,0
sp001101,8/8/3QB3/4b3/5k2/3Kpq2/8/2r5 b - - 7 61,f3f1 f3d1 c1c3,1,0
sp003231,4Q3/6P1/1N2Qp1k/3q1P2/1K3P1p/8/8/2r5 w - - 7 63,e8h8 e8g6,1,0
sp000519,K7/2b2Q2/5P1P/5B2/8/8/5k2/5q2 b - - 0 74,f1a6,1,0
sp002417,R7/3Q4/2KP4/1P2kp2/R7/4p1p1/5bP1/7q w - - 5 55,d7e7,1,0
sp000880,2b2r2/rp1n2pk/p6q/5p2/2p2p1P/6P1/PPP1p2R/2K5 b - - 1 24,e2e1q,1,0
sp000459,7r/5k2/p1B2p2/P4P1p/8/1bpp3P/1p6/1Kbn4 b - - 5 40,c3c2,1,0
sp001650,1Q6/1R3P2/6K1/2kP1P2/p4P2/2P3p1/3N4/8 w - - 0 53,b7b5,1,0
sp001301,K1B3R1/3R4/8/8/8/6Q1/4k3/8 w - - 22 95,c8a6,1,0
sp001909,1QQ3r1/4k3/p4p2/5P2/4P1P1/PP5q/7b/R4R1K w - - 1 32,c8e6,1,0
sp000916,r4rk1/1pp3p1/p1n2pPQ/4p3/2PpP1P1/P2P1q2/1b3PB1/R3K3 w Q - 0 17,h6h7,1,0
sp001564,4R3/2b3P1/1n6/2p2p2/1p3k2/1bn1p3/5p1r/5KR1 b - - 1 45,b3c4,1,0
sp001421,1Q3K2/4R3/2p3q1/5kP1/5P2/5P1p/8/2b3r1 w - - 4 52,b8e5,1,0
sp001337,7r/8/p1p5/P2P1p2/7P/3k2KR/6P1/2b2r2 b - - 0 38,c1f4,1,0
sp002978,BR6/2k5/P1pb1p2/5Q2/N5K1/2P2p2/8/5n1r w - - 1 37,b8c8 f5c8,1,0
sp000509,K5Q1/8/5P2/5B1p/7P/6b1/8/5qk1 b - - 1 65,f1a6,1,0
sp001121,6KQ/1q6/8/8/5b2/p7/P7/3r1k2 b - - 5 76,d1d8,1,0
sp001900,3Q2r1/4K3/2k5/2p4p/2P1p2P/1N4p1/6P1/7r w - - 1 41,b3a5,1,0
sp001670,8/6p1/p1p4p/1p2b3/P1b2k2/2P4P/2R4K/3r4 b - - 0 34,f4f3,1,0
sp001036,6Q1/8/2P4p/p2P3k/P3p3/5pK1/8/5R2 w - - 0 40,g8g4 f1h1,1,0
sp000161,Q3R3/8/2K2p2/5P2/6Q1/r1p5/2B2b2/k7 w - - 6 51,a8a3,1,0
sp003128,3Q4/8/5P2/5K2/8/8/7Q/5k2 w - - 27 67,d8d1,1,0
sp003167,1kB5/6Q1/2K5/8/2P5/3P4/4pbr1/5q2 w - - 0 63,g7b7,1,0
sp003249,K3Q3/1Q6/4Qp1k/5P2/5P1p/8/8/2r3q1 w - - 9 76,e8h8,1,0
sp000264,8/k7/1pP5/pK3p1N/P1P2r2/8/8/7q b - - 2 48,h1b1,1,0
sp000696,8/8/5PP1/8/4k3/1pp5/p1b4R/b1K3R1 b - - 3 56,a1b2,1,0
sp000932,5k2/3P4/1p3K2/2p2P1p/5P2/p1P5/2Q4r/2b5 w - - 2 43,d7d8q d7d8r,1,0
sp003088,Q7/8/5p2/5P2/1p2K3/3r2p1/3k4/q7 b - - 10 63,a1e5 a1d4,1,0
sp000963,7R/1p6/1np5/4kp2/p7/1P2K2P/6r1/5q2 b - - 1 39,b6d5 f1e2 f5f4,1,0
sp000917,3k4/1p5r/pN3PB1/P1K5/2p5/7Q/8/r7 w - - 7 46,h3c8,1,0
sp001232,2k5/1pp1P3/8/4Pp1p/8/2PB1N1P/2Q2P1K/5R2 w - f6 0 29,e7e8q,1,0
sp002202,7Q/1B3p2/2p1kp1p/2K5/5PP1/2p4P/8/1r5R w - - 0 30,h8e8,1,0
sp001716,7q/2b5/4B2p/8/4pp2/4k3/2K5/4q3 b - - 5 47,h8c3,1,0
sp000217,b4N2/8/3p4/8/pP3p2/7P/1P4r1/R3bk1K b - - 0 36,g2f2 g2e2 g2d2 g2c2 g2b2,1,0
sp002401,7q/K7/1n6/5p2/8/5pk1/8/1q6 b - - 19 58,h8a8,1,0
sp001210,4k3/2p2pp1/p1P2n2/8/2P3P1/b1K2p2/PP3PP1/3q3r b - - 3 20,f6e4,1,0
sp001324,1R6/6Q1/2N2p2/3K1B2/8/2P5/R7/3k4 w - - 9 60,b8b1 g7g1,1,0
sp002645,3Q4/2p5/2P4P/2B2p1k/5P2/6K1/8/1q1b4 w - - 35 64,d8g5,1,0
sp002940,3R4/5Qp1/2P3P1/5p2/1pP5/6K1/8/6k1 w - - 7 59,d8d1,1,0
sp000655,R6K/1p6/1P4q1/8/5b2/8/4k3/8 b - - 12 71,f4e5,1,0
sp003072,8/8/8/5p2/5P2/2Q1p1KP/3q4/5k2 b - - 13 60,d2f2,1,0
sp000777,8/1p2Q3/2p5/P1P2p2/1p6/2P3p1/3K1k2/2R5 w - - 0 49,e7e2,1,0
sp001697,QQ6/8/p4b1p/2p2k2/5P2/1n3P1P/6B1/3K3R w - - 0 32,a8e4,1,0
sp001911,R7/3K2b1/p7/1Q6/8/6p1/8/k7 w - - 16 68,a8a6,1,0
sp001801,7R/8/1n2kp2/2p2p2/2P2P1P/2K5/4q3/1r1b4 b - - 41 54,b6a4 e2e3 e2c2 b1b3 b1c1,1,0
sp000559,3r4/1k4bK/3P2P1/8/1p3p2/1q6/p5P1/r7 b - - 0 41,b3g8,1,0
sp001400,7R/6P1/5p2/3n1P2/4K3/2p5/3r1q2/1k4r1 b - - 6 68,f2f4 f2e3 f2g2 f2e2 d2d4 g1g4 g1e1,1,0
sp000212,r5Q1/p3N3/pn1p4/8/2P2p2/7P/PP4bK/R3bk2 w - - 1 28,g8g2,1,0
sp000516,6B1/1k6/2p5/Kp1r4/1P2p1P1/P4p2/5P2/3q3r b - - 0 35,d1a4,1,0
sp001172,4KQ2/3Q2bk/7p/7P/5b2/8/8/3q1r2 w - - 1 60,f8g7 d7g7 d7f5,1,0
sp001059,2B1Q3/p1p5/2pk4/5Ppp/6n1/1N6/6P1/R5K1 w - - 0 34,e8e6 a1d1,1,0
sp000276,8/1p4pr/1Pp3p1/K5PP/8/5k2/8/1q1b2R1 b - - 0 36,b1b5,1,0
sp002458,5K2/3Q2R1/8/7p/7P/2p5/8/r6k w - - 3 92,d7h3,1,0
sp000691,5K2/5P2/2q5/8/6q1/2b3p1/3rk3/8 b - - 6 71,c3b4,1,0
sp001224,4R2r/1k1n4/2p4p/5p2/p1P2K1B/8/1P4q1/7b b - - 1 32,g2f3,1,0
sp002284,3N4/6R1/8/3Q3p/1p5P/1N5K/3b4/3k4 w - - 27 63,d5d2,1,0
sp002967,2k5/1p4R1/p1p5/8/PK3p2/1n6/2q3P1/6q1 b - - 0 42,g1c5,1,0
sp002052,QR6/8/1n1P1b1p/5pp1/3p4/1k3PKP/1P4p1/8 b - - 1 41,g2g1q,1,0
sp001427,6Q1/1pp3b1/n2k3p/2NP1pp1/1P2pPP1/P1P4K/6P1/R1B2q2 w - - 0 25,g8d8 g8e6,1,0
sp002480,7R/3R4/1p2P3/1P5p/7P/4q3/5k1K/6r1 b - - 35 78,e3g3,1,0
sp000431,B7/P7/2P4p/5Q1P/8/6K1/8/7k w - - 7 54,f5f1 f5b1,1,0
sp002457,4R3/3RR3/1p1qP3/1P5p/7P/4k2K/8/6r1 b - - 14 60,d6g3,1,0
sp002722,4R3/8/2k1p2r/4p1K1/4P2P/2qB4/5q2/q7 b - - 4 48,f2h4 f2f4,1,0
sp002094,7r/5pP1/7p/1kq1b3/3p4/PK5P/1P4P1/3r4 b - - 0 34,c5c4,1,0
sp002818,5Q2/3RK3/2B5/8/8/2p1k3/8/2r5 w - - 11 109,f8f3,1,0
sp001140,8/4b2k/2pp1p1p/r4P1K/5P2/PPP2P1P/1QRr1Rq1/8 b - - 8 29,g2h3,1,0
sp001935,1QB3R1/6p1/2p5/4K1k1/8/8/8/6nq b - - 13 53,h1d5,1,0
sp003150,8/8/2p2p2/2P2p2/6k1/1b6/rb3K2/q6r b - - 6 64,b2d4 b2c1,1,0
sp002314,1Q6/5k2/pBP2P2/5KP1/5P2/2b2p2/4bn2/7r w - - 1 38,g5g6,1,0
sp001100,8/3B4/3Q4/4b3/5k2/3Kp3/8/2r4q b - - 5 60,h1f1 h1d1,1,0
sp002344,1r6/2b5/p6p/P2n4/KB3P2/RPp5/4k3/7R b - - 11 36,b8b4,1,0
sp000851,8/3R4/5Q2/2p2p2/2P2p1b/1KP1p1k1/8/5q1Q w - - 0 50,f6h4,1,0
sp002142,R7/4b3/4k3/4p3/p2pP3/P2K1pp1/5q2/8 b - - 7 50,f2e2,1,0
sp001173,4KQ2/7k/4Qb1p/7P/5b2/8/8/3q1r2 w - - 3 61,f8g8 e6g8 e6f5 e6e4,1,0
sp002255,1R6/4Q3/5K1k/7p/2p4P/2P5/4rb2/8 w - - 10 81,b8h8 e7g7,1,0
sp002337,8/8/2p2pK1/5P1p/7P/1Q3q2/2Bb4/kr6 w - - 0 65,b3b1,1,0
sp000168,5K2/3RR3/3P4/p2P2p1/6P1/2Q5/8/3k4 w - - 0 57,e7e1,1,0
sp002718,3BQR2/2K5/2P4k/7p/p4p1P/P7/2B1n3/7r w - - 23 66,e8g6,1,0
sp003255,R2B3r/3n4/2N4p/1k3Pp1/5pP1/2K4P/6B1/8 w - - 0 36,a8a5,1,0
sp001852,R5R1/8/1n1p4/P2P1k2/4p1n1/6P1/3bK1P1/1q6 b - - 1 38,b1e1,1,0
sp001790,6R1/3n4/4kp2/2p2p2/2P2P1P/8/2K1b3/qr6 b - - 15 41,a1b2,1,0
sp001756,1K3Q2/8/2P5/8/1p4k1/2n5/6pQ/r2br3 w - - 0 52,f8f4,1,0
sp002374,8/8/8/7p/4Bb1P/4k2K/5q2/1r6 b - - 40 101,f2g3 f2h2,1,0
sp000017,3R3r/2q2B2/1np4p/4pkN1/2P2p1K/PP5P/8/8 b - - 0 30,h6g5,1,0
sp002249,8/2q4k/K1P4p/5p1P/8/P5b1/4n3/3q4 b - - 8 54,d1a4 d1d3,1,0
sp000479,5r1r/8/3p4/pP2k2p/P2pPp2/1R1P1P2/2q3p1/4K3 b - - 1 36,g2g1q g2g1r,1,0
sp003251,KQ2Q3/3Q4/5p1k/5P2/5P1p/8/8/1qr5 w - - 13 78,e8h8 e8g6,1,0
sp002829,Q7/8/p1p5/3qbk2/1P3p2/P3n2P/4K3/2Rr4 b - - 2 39,d5g2,1,0
sp001285,K1B2R2/3R2R1/4P3/8/8/7p/7Q/3qk3 w - - 3 67,g7g1 h2f2,1,0
sp000232,8/8/8/5p2/4p3/3k1p2/4rP2/KR1q4 b - - 1 61,d1a4,1,0
sp000366,r3k2r/1pQ4p/p4p2/1b1P4/RB2K3/1N6/1P6/8 w kq - 4 33,c7e7,1,0
sp002440,r3k3/1pQ2pp1/p7/4pKP1/2n1P1P1/1n1P1B2/1P3P2/5R2 b q - 0 25,b3d4,1,0
sp002951,2kr2R1/pp4Q1/2p2p2/n5p1/6P1/2K2P2/P1Pp2P1/1q6 b - - 0 30,d2d1n,1,0
sp000540,Q7/1p4p1/1Bpk1p1p/4p3/3NP3/3K3P/1P3PP1/7n w - - 2 29,a8d8,1,0
sp003000,8/3RK1Q1/pBP1N3/P7/2n2P2/8/8/7k w - - 31 81,g7g1,1,0
sp002716,3Q4/8/6p1/4r1Pk/2K2b2/2P1p3/3p4/6R1 w - - 7 45,d8h8,1,0
sp001473,5K2/8/4P3/5B2/Qp6/5n2/8/2k5 w - - 11 111,a4c2,1,0
sp001466,5r1k/6p1/1n1Q1pPp/2p1p2B/4P1P1/2P5/1PK4P/6r1 w - - 1 27,d6f8,1,0
sp002391,2Q5/8/1n5r/4Kp2/6k1/1qP2p2/8/q7 b - - 0 42,b3d5,1,0
sp000466,6R1/2N5/p2P4/P7/2b2k2/7K/3r4/2r5 b - - 5 50,c1h1,1,0
sp001441,6Q1/2p3b1/n1P3K1/3Pk2p/5p2/P1P1p3/1B4P1/5R2 w - - 0 32,g8e6,1,0
sp000650,7r/2N5/8/6p1/1p6/2p2k1P/3q4/4b2K b - - 1 43,d2g2,1,0
sp000967,R7/1p6/1np5/4kp2/8/4K2P/1p4r1/5q2 b - - 1 41,b6d5 b6c4 f1e2 f5f4,1,0
sp001269,4k2r/2p2p1p/1r1p1bp1/2p1p1N1/4P3/PqP4P/1P3PP1/2KR3R b k - 1 18,b3b2,1,0
sp000004,r6r/1p1kbppp/p2p4/4p3/4p3/PPP2b1P/5PP1/q1Q1K2R b K - 0 16,a1c1,1,0
sp001682,6nr/3n2b1/p4p1p/2pPk3/4P1p1/P2BB1P1/1P1N3P/R3K2R w KQ - 0 22,d2c4,1,0
sp001777,1Q6/4k3/2Q5/8/6K1/7P/8/Br6 w - - 4 62,b8e8 c6e8,1,0
sp000477,5r1r/8/3p4/pP2k2p/P2pPp2/1R1P1Pp1/2q5/5K2 b - - 1 35,c2f2,1,0
sp002607,r4rk1/1p3pp1/pn6/2p1b3/2PP4/P1K4P/6P1/3q3R b - - 0 25,b6a4 e5d4,1,0
sp002251,Q2K3R/7r/8/4k3/5pp1/6p1/8/r7 b - - 2 54,a1a8,1,0
sp001029,2r4r/2p5/pn1k4/3P1Qp1/1P6/2P4P/1P1N2P1/R4RK1 w - - 1 27,f5e6,1,0
sp000818,r7/p1k1Pp1p/2pp1B2/2p2P2/2P2P2/P1PQ3P/6pK/R3r3 b - - 3 25,g2g1q,1,0
sp000452,1Q6/3kb3/2N1p3/4p3/3P1pP1/P1K5/2Q3B1/8 w - - 1 36,c6e5,1,0
sp003021,8/8/2p2p2/3p3k/P6P/2P2K2/1PQ4b/5R2 w - - 2 34,c2h7,1,0
sp000946,8/5KQ1/p4p2/P4Bp1/4Q1P1/2p3n1/8/2k5 w - - 32 87,e4c2,1,0
sp001348,2B3K1/8/5N2/2p1k3/1p1b1p2/5P1Q/8/8 w - - 6 71,h3e6,1,0
sp003212,1r6/1P6/1P6/8/2P2k2/2q3p1/4K3/7r b - - 2 55,b8e8 c3e3 c3c2 h1e1,1,0
sp000797,7N/p1p2Qp1/P1Nk2P1/4pBP1/2P5/2K5/5b2/7r w - - 1 44,f7d5,1,0
sp001899,6Q1/8/5P2/7p/2p2q1P/8/2B1K2B/k1b3r1 b - - 7 64,f4e3 f4f1,1,0
sp001414,Q4K1k/8/5PP1/7p/1P3p2/1bb5/8/7R w - - 0 40,h1h5,1,0
sp002486,4K1R1/3Q4/5q2/8/8/8/3n4/k2q2r1 b - - 2 93,g1g8,1,0
sp002629,r3kb1r/pp1n1ppp/2p2P2/6q1/5Pb1/2PP4/PP1N3P/R2QKB1R b KQkq - 0 11,g5h4,1,0
sp000693,8/4KP2/8/3q4/6q1/2b3p1/3rk3/8 b - - 8 72,d5d8,1,0
sp002632,4R3/2k5/Pp5p/4PB2/3p4/6K1/8/1q6 w - - 0 41,e8c8,1,0
sp002212,8/3n2Bk/p1P2p1p/8/5b1P/1PP2q2/PK6/3q4 b - - 0 29,d1c1,1,0
sp000705,2k5/3R4/p1N5/P4B2/2P2pp1/4p1p1/6P1/7K w - - 0 35,d7h7 d7g7 d7f7 d7e7 d7a7,1,0
sp001964,4R3/8/5k2/5p1p/5Pp1/1b4K1/3r4/7q b - - 1 55,d2g2 h1h3 h1h2 h5h4,1,0
sp003015,6Q1/1p3B2/p2P3k/rP2pK2/8/8/8/8 w - - 2 57,g8h8 g8g6,1,0
sp000248,7K/p3Q3/P2p1P2/R4P2/2k5/2P4p/2P5/5b2 w - - 2 40,e7c7,1,0
sp002771,6B1/8/2Q5/5k2/5P2/P1p3pK/8/5R2 w - - 0 36,g8h7 c6e6,1,0
sp001938,4R2N/8/3p3P/1P1P4/5P2/5kpK/8/r7 b - - 1 49,a1h1,1,0
sp002316,8/3Q4/2P5/nP6/3K1k2/7P/8/7R w - - 5 43,d7g4,1,0
sp002233,8/6b1/4k1p1/4p1p1/4K1P1/n1p5/5q2/7Q b - - 3 44,f2e2,1,0
sp000821,3N4/2p3P1/1pN3P1/1K1k1B2/Q3pb2/8/8/6r1 w - - 3 63,a4d4,1,0
sp001217,4k3/2p5/p1P2Pp1/K7/2P5/P1n2P2/5P2/b2q3r b - - 0 26,d1a4,1,0
sp000569,k1B3K1/5QP1/8/2p5/2P5/8/8/q7 w - - 3 57,f7b7,1,0
sp002983,K2Q2Q1/8/8/8/5P2/4p3/7k/8 w - - 11 82,d8h4,1,0
sp002656,r4r2/7k/pp1p1bpp/n1p5/4KP1P/PNPP1P2/1P6/R2b3q b - - 3 25,h1f3,1,0
sp002357,8/8/8/7p/5b1P/5B1K/4kq2/1r6 b - - 22 92,f2f3,1,0
sp003162,8/1B3p2/1P3Pk1/2p3P1/5P2/2K2P2/7R/6r1 w - - 5 34,b7e4,1,0
sp001494,8/4N3/3n4/P4p2/2P3p1/7k/5qQ1/7K b - - 0 47,f2g2,1,0
sp001025,3RK3/5B1q/4Q3/8/5b2/2k5/8/8 w - - 41 78,e6b3,1,0
sp000728,2k2K2/3Rr3/p1N5/P1P2B2/5P2/8/5b2/6b1 w - - 2 45,d7e7,1,0
